Planet_name,Host_name,gaia_id,Number_of_stars,Number_of_planets,Number_of_moons,disc_facility,Planet_controversial_flag,Orbital_period[days],delta_orbpererr1,delta_orbpererr2,pl_orbperlim,Orbit_semimajor_axis,delta_orbsmaxerr1,delta_orbsmaxerr2,pl_orbsmaxlim,angular_separation[mas],delta_angseperr1,delta_angseperr2,pl_angseplim,Planet_radius[Earth],delta_radeerr1,delta_radeerr2,pl_radelim,Planet_radius[Jupiter],delta_radjerr1,delta_radjerr2,pl_radjlim,Planet_mass[Earth],delta_bmasseerr1,delta_bmasseerr2,pl_bmasselim,Planet_mass[Jupiter],delta_bmassjerr1,delta_bmassjerr2,pl_bmassjlim,Planet_density[g/cm^3],delta_denserr1,delta_denserr2,pl_denslim,Orbit_eccentricity,delta_orbeccenerr1,delta_orbeccenerr2,pl_orbeccenlim,Planet_insolation_flux[Earth],delta_insolerr1,delta_insolerr2,pl_insollim,Planet_equilibrium_temperature[K],delta_eqterr1,delta_eqterr2,pl_eqtlim,Orbital_inclinitation[deg],delta_orbinclerr1,delta_orbinclerr2,pl_orbincllim,ttv_flag,Ratio_semimajor_stellarradius,delta_ratdorerr1,delta_ratdorerr2,pl_ratdorlim,Ratio_planetradius/stellar,delta_ratrorerr1,delta_ratrorerr2,pl_ratrorlim,Radial_velocity_amplitude[m/s],delta_rvamperr1,delta_rvamperr2,pl_rvamplim,True_Obliquity,delta_trueobliqerr1,delta_trueobliqerr2,pl_trueobliqlim,Spectral_type,Stellar_effective_temperature,delta_tefferr1,delta_tefferr2,st_tefflim,Stellar_radius,delta_raderr1,delta_raderr2,st_radlim,Stellar_mass,delta_masserr1,delta_masserr2,st_masslim,Stellar_metallicity[dex],delta_meterr1,delta_meterr2,st_metlim,Stellar_metallicity_ratio,Stellar_luminocity[log(sun)],delta_lumerr1,delta_lumerr2,st_lumlim,Stellar_gravity_logg,delta_loggerr1,delta_loggerr2,st_logglim,Stelar_age[Gyr],delta_ageerr1,delta_ageerr2,st_agelim,Stellar_density[g/cm^3],delta_denserr1.1,delta_denserr2.1,st_denslim,Stelar_rotational_velocity[km/s],delta_vsinerr1,delta_vsinerr2,st_vsinlim,Stellar_rotational_period[days],delta_rotperr1,delta_rotperr2,st_rotplim,st_radv,st_radverr1,st_radverr2,st_radvlim,RA[sexagesimal],RA[deg],DEC[sexagesimal],DEC,Distance[parsec],delta_disterr1,delta_disterr2,sy_vmag,sy_vmagerr1,sy_vmagerr2,sy_kmag,sy_kmagerr1,sy_kmagerr2,sy_gaiamag,sy_gaiamagerr1,sy_gaiamagerr2,st_nspec
Kepler-369 c,Kepler-369,Gaia DR2 2128835935094128512,1,2,0,Kepler,0,14.871572,8.3e-05,-8.3e-05,0.0,0.094,,,0.0,0.439,,,0.0,1.41,0.06,-0.06,0,0.126,0.005,-0.005,0,2.57,,,0,0.00809,,,0,5.04,,,0,0.0,,,0.0,4.21,0.634,-0.634,0.0,391.0,,,0.0,89.98,,,0.0,0,48.5,4.3,-4.3,0.0,0.027799,0.001108,-0.00064,0.0,,,,,,,,,M3,3591.0,100.0,-100.0,0.0,0.471,0.014,-0.014,0.0,0.5,0.025,-0.028,0,-0.09,0.09,-0.082,0.0,[Fe/H],-1.42022,0.06367,-0.07463,0.0,4.785,0.1,-0.1,0.0,4.17,5.69,-2.5,0.0,4.326912,1.171735,-1.171735,0.0,,,,,,,,,,,,,19h34m41.84s,293.6743322,+47d54m30.50s,47.9084727,214.0,14.682,-15.439,16.429,0.286,-0.286,12.395,0.024,-0.024,15.6683,0.00169,-0.00169,0
Kepler-537 b,Kepler-537,Gaia DR2 2133263737136893696,1,1,0,Kepler,0,3.247555219,5.26e-06,-5.26e-06,0.0,0.04317,0.00038,-0.00038,0.0,0.0982,,,0.0,1.41,0.06,-0.04,0,0.12579177,0.00535284,-0.00356856,0,2.57,,,0,0.00809,,,0,5.04,,,0,0.0,,,0.0,442.522,10.642,-10.411,0.0,1181.0,,,0.0,88.14,,,0.0,0,10.089,0.681,-0.681,0.0,0.013122,0.000436,-0.000185,0.0,,,,,,,,,G3,5763.0,62.32,-50.52,0.0,0.99,0.029,-0.028,0.0,1.07,0.025,-0.027,0,0.23,0.062,-0.057,0.0,[Fe/H],-0.03874,0.01095,-0.01392,0.0,4.47,0.017,-0.018,0.0,1.45,0.712,-0.329,0.0,1.19,0.04,-0.05,0.0,,,,,,,,,,,,,19h19m31.34s,289.8805804,+51d16m37.17s,51.2769907,439.4,2.398,-2.372,13.173,0.069,-0.069,11.623,0.023,-0.023,13.0657,0.000256,-0.000256,0
Kepler-656 c,Kepler-656,Gaia DR2 2130825020347168512,1,2,0,Kepler,0,5.25449393,5.613e-05,-5.613e-05,0.0,0.0602,,,0.0,0.0676,,,0.0,1.41,0.38,-0.11,0,0.12579199,0.03390139,-0.00981356,0,2.57,,,0,0.00809,,,0,5.04,,,0,0.0,,,0.0,213.25,170.17,-56.37,0.0,975.0,,,0.0,83.61,,,0.0,0,7.52,3.4,-3.4,0.0,0.013572,0.002167,-0.001976,0.0,,,,,,,,,,5550.0,166.0,-183.0,0.0,0.954,0.252,-0.079,0.0,1.05,0.075,-0.113,0,0.46,0.05,-0.3,0.0,[Fe/H],-0.29864,,,0.0,4.5,0.046,-0.184,0.0,2.4,2.5,-1.6,0.0,0.29085,1.32126,-0.23589,0.0,,,,,,,,,,,,,19h13m18.69s,288.3278778,+47d22m53.54s,47.381538,890.352,20.856,-20.856,15.549,0.183,-0.183,13.503,0.033,-0.033,15.337,0.000426,-0.000426,0
Kepler-905 b,Kepler-905,Gaia DR2 2127811705651952000,1,1,0,Kepler,0,5.082746517,8.374e-06,-8.374e-06,0.0,0.05689,0.00046,-0.00046,0.0,0.107,,,0.0,1.41,0.05,-0.05,0,0.12579177,0.0044607,-0.0044607,0,2.57,,,0,0.00809,,,0,5.04,,,0,0.0,,,0.0,185.771,4.47,-4.383,0.0,928.0,,,0.0,89.84,,,0.0,0,22.716,0.791,-0.791,0.0,0.015212,0.000489,-0.00042,0.0,,,,,,,,,G7,5461.0,58.65,-55.12,0.0,0.86,0.017,-0.016,0.0,0.95,0.019,-0.025,0,0.09,0.085,-0.09,0.0,[Fe/H],-0.21507,,,0.0,4.55,0.009,-0.011,0.0,1.66,0.905,-0.46,0.0,1.44,0.04,-0.07,0.0,,,,,,,,,,,,,19h20m12.28s,290.0511468,+46d42m48.27s,46.7134077,529.268,4.0285,-4.0285,14.058,0.103,-0.103,12.264,0.02,-0.02,13.9504,0.000238,-0.000238,0
TOI-1693 b,TOI-1693,Gaia DR2 3451908921382409472,1,1,0,Transiting Exoplanet Survey Satellite (TESS),0,1.7666957,5.4e-06,-5.4e-06,0.0,0.0226,0.0004,-0.0004,0.0,0.734,,,0.0,1.41,0.1,-0.1,0,0.12579199,0.00892142,-0.00892142,0,2.57,,,0,0.00809,,,0,5.04,,,0,0.0,,,,57.0208,,,0.0,764.0,19.0,-19.0,0.0,,,,,0,,,,,,,,,,,,,,,,,M4,3499.0,70.0,-70.0,0.0,0.46,0.01,-0.01,0.0,0.49,0.03,-0.03,0,0,,,,,-1.55409,0.09396,-0.12007,0.0,4.8,0.03,-0.03,0.0,,,,,6.586694,0.296606,-0.296606,0.0,,,,,,,,,,,,,06h01m14.00s,90.3083455,+34d46m23.13s,34.7730904,30.7947,0.0391,-0.0391,12.962,0.069,-0.069,8.331,0.021,-0.021,11.8373,0.00052,-0.00052,0
EPIC 201757695.02,EPIC 201757695,,1,1,0,K2,0,2.0478,0.0001,-0.0001,0.0,0.0296,0.0005,-0.0005,0.0,0.0512,,,0.0,0.90819,0.05861,-0.06401,0,0.08102328,0.00522883,-0.00571059,0,0.688,,,0,0.00217,,,0,5.05,,,0,0.0,,,0.0,,,,,,,,,89.2757,0.3689,-0.3717,0.0,0,,,,,0.0127,0.0002,-0.0002,0.0,,,,,,,,,,4520.0,108.0,-54.0,0.0,0.655,0.041,-0.045,0.0,0.727,0.044,-0.053,0,-0.003,0.12,-0.3,0.0,[Fe/H],-0.36351,0.32493,-0.95525,0.0,4.659,0.035,-0.025,0.0,,,,,,,,,,,,,,,,,,,,,11h35m45.24s,173.9385102,+04d36m59.15s,4.6164303,577.6,33.2,-29.8,14.974,0.137,-0.137,12.149,0.026,-0.026,,,,0
Kepler-1296 b,Kepler-1296,Gaia DR2 2101644600223555328,1,1,0,Kepler,0,8.3839865,8.648e-05,-8.648e-05,0.0,0.0896,,,0.0,0.0577,,,0.0,0.91,0.09,-0.06,0,0.08118476,0.00802926,-0.00535284,0,0.693,,,0,0.00218,,,0,5.05,,,0,0.0,,,0.0,399.015,33.416,-30.211,0.0,1285.0,,,0.0,81.36,,,0.0,0,12.956,0.869,-0.869,0.0,0.009725,0.000633,-0.000327,0.0,,,,,,,,,G7,5359.0,98.28,-120.32,0.0,0.83,0.065,-0.052,0.0,0.87,0.043,-0.049,0,-0.04,0.158,-0.164,0.0,[Fe/H],0.48615,,,0.0,4.55,0.037,-0.078,0.0,4.17,6.04,-2.55,0.0,0.5853,0.03926,-0.24731,0.0,,,,,,,,,,,,,19h28m30.02s,292.1251038,+41d24m28.05s,41.4077928,1551.54,58.24,-58.24,14.934,0.114,-0.114,12.801,0.03,-0.03,14.6267,0.000262,-0.000262,0
Kepler-1525 b,Kepler-1525,Gaia DR2 2130033097097486336,1,1,0,Kepler,0,2.416601183,5.275e-06,-5.275e-06,0.0,0.03557,0.00038,-0.00038,0.0,0.0929,,,0.0,0.91,0.06,-0.04,0,0.08118476,0.00535284,-0.00356856,0,0.693,,,0,0.00218,,,0,5.05,,,0,0.0,,,0.0,715.106,20.785,-20.218,0.0,1343.0,,,0.0,89.79,,,0.0,0,9.48,0.224,-0.224,0.0,0.008362,0.000252,-0.000183,0.0,,,,,,,,,G3,5748.0,70.33,-66.29,0.0,1.04,0.055,-0.042,0.0,1.07,0.033,-0.034,0,0.27,0.07,-0.066,0.0,[Fe/H],-0.0112,0.01161,-0.01555,0.0,4.44,0.032,-0.044,0.0,2.82,1.78,-1.32,0.0,0.99,0.05,-0.06,0.0,,,,,,,,,-18.79111,1.21363,-1.21363,0.0,19h22m14.27s,290.5594479,+49d56m34.31s,49.9428629,382.989,3.111,-3.063,12.797,0.057,-0.057,11.193,0.026,-0.026,12.6919,0.000167,-0.000167,0
Kepler-1848 b,Kepler-1848,Gaia DR2 2085242360641759616,1,1,0,Kepler,0,5.604020119,,,0.0,0.05835,0.00033,-0.00033,0.0,0.188,,,0.0,1.4088539,,,0,0.12568974,,,0,2.57,,,0,0.00808,,,0,5.05,,,0,0.0,,,0.0,94.3,6.8,-6.8,0.0,774.0,,,0.0,88.25,,,0.0,0,40.95,8.2,-8.2,0.0,0.013585,0.00068,-0.000644,0.0,,,,,,,,,K3V,4847.0,97.0,-97.0,0.0,0.737,0.037,-0.037,0.0,0.756,0.042,-0.034,0,0.0,0.15,-0.15,0.0,[Fe/H],-0.51304,,,0.0,4.581,0.033,-0.03,0.0,1.82,2.75,-1.4,0.0,10.72144,35.13997,-8.62419,0.0,,,,,,,,,,,,,19h57m31.56s,299.3814921,+45d35m31.50s,45.5920846,309.696,1.518,-1.504,13.887,0.137,-0.137,11.529,0.02,-0.02,13.679,0.000279,-0.000279,0
Kepler-197 e,Kepler-197,Gaia DR2 2135179533070399232,2,4,0,Kepler,0,25.209715,0.000387,-0.000387,0.0,0.164,,,0.0,0.496,,,0.0,0.91,0.04,-0.04,0,0.081,0.004,-0.004,0,0.693,,,0,0.00218,,,0,5.05,,,0,0.38,0.25,-0.17,0.0,57.941,1.391,-1.363,0.0,691.0,,,0.0,87.69,,,0.0,0,17.07,0.77,-0.77,0.0,0.00874,0.00025,-0.00025,0.0,,,,,,,,,G0V,6004.0,102.0,-102.0,0.0,1.12,0.033,-0.033,0.0,0.857,0.023,-0.019,0,-0.441,0.0136,-0.0136,0.0,[M/H],0.22187,0.01188,-0.02057,0.0,4.304,0.053,-0.053,0.0,5.37,1.1,-0.94,0.0,0.55,0.03,-0.02,0.0,,,,,,,,,1.2311,0.62702,-0.62702,0.0,19h40m54.35s,295.2264739,+50d33m33.25s,50.5592348,330.575,2.344,-2.312,11.775,0.024,-0.024,10.535,0.021,-0.021,11.78,0.000175,-0.000175,0
Kepler-1992 b,Kepler-1992,Gaia DR2 2079880695265507328,1,1,0,Kepler,0,15.6112238,0.0001275,-0.0001275,0.0,0.1169,,,0.0,0.219,,,0.0,0.91,0.09,-0.05,0,0.0811849,0.00802928,-0.00446071,0,0.693,,,0,0.00218,,,0,5.05,,,0,0.0,,,0.0,38.99,12.02,-6.76,0.0,637.0,,,0.0,89.03,,,0.0,0,27.6,13.4,-13.4,0.0,0.009854,0.000226,-0.00072,0.0,,,,,,,,,G7V,5383.0,107.0,-107.0,0.0,0.842,0.084,-0.045,0.0,0.874,0.048,-0.054,0,0.0,0.15,-0.15,0.0,[Fe/H],-0.00858,,,0.0,4.528,0.042,-0.078,0.0,13.49,0.31,-0.31,0.0,1.62557,0.78849,-0.49768,0.0,,,,,,,,,,,,,19h40m21.66s,295.0902409,+45d04m51.98s,45.0811045,532.955,4.041,-4.041,13.79,0.114,-0.114,11.767,0.016,-0.016,13.554,0.000248,-0.000248,0
TOI-4527.01,TOI-4527,Gaia DR2 2564324345929277184,1,1,0,Transiting Exoplanet Survey Satellite (TESS),0,0.3994445,,,0.0,0.008332353,,,0.0,0.46,,,0.0,0.9086617,0.953413,-0.953413,0,0.08097753,0.08496565,-0.08496565,0,0.689,,,0,0.00217,,,0,5.05,,,0,0.0,,,,571.5072,,,0.0,1362.93,,,0.0,,,,,0,3.688909,,,0.0,0.01712864,,,0.0,,,,,,,,,M2V:,3702.0,,,0.0,0.485948,,,0.0,0.483901,,,0,,,,,,-1.39838,0.08981,-0.11336,0.0,4.75,,,0.0,,,,,5.946196,0.278235,-0.278235,0.0,,,,,,,,,,,,,01h17m53.34s,19.4722574,+05d28m16.32s,5.4711996,18.1037,0.0174,-0.0174,10.917,0.015,-0.015,7.02,0.018,-0.018,10.1927,0.000848,-0.000848,0
YZ Cet b,YZ Cet,Gaia DR2 2358524597030794112,1,3,0,La Silla Observatory,0,2.02087,7e-05,-9e-05,0.0,0.01634,0.00035,-0.00041,0.0,4.4,,,0.0,0.913,,,0,0.0814,,,0,0.7,0.09,-0.08,0,0.00220245,0.00028317,-0.00025171,0,5.05,,,0,0.06,0.06,-0.04,0.0,8.21,0.16,-0.15,0.0,471.2,2.2,-2.1,0.0,,,,,0,,,,,,,,,1.31,0.15,-0.14,0.0,,,,,M4.5 V,3151.0,51.0,-51.0,0.0,0.157,0.005,-0.005,0.0,0.142,0.01,-0.01,0,-0.18,0.16,-0.16,0.0,[Fe/H],-2.65857,0.00784,-0.00799,0.0,5.17,0.07,-0.07,0.0,3.8,0.5,-0.5,0.0,,,,,2.0,,,1.0,68.28,0.21,-0.28,0.0,28.301,0.0003,-0.0003,0.0,01h12m31.94s,18.1330792,-16d59m46.48s,-16.9962434,3.71207,0.00109,-0.00109,12.074,,,6.42,0.017,,10.4294,0.000576,-0.000576,0
TRAPPIST-1 g,TRAPPIST-1,Gaia DR2 2635476908753563008,1,7,0,Multiple Observatories,0,12.352446,5.4e-05,-5.4e-05,0.0,0.04683,0.0004,-0.0004,0.0,3.77,,,0.0,1.129,0.015,-0.013,0,0.10072281,0.00133821,-0.00115978,0,1.321,0.038,-0.038,0,0.00415633,0.00011956,-0.00011956,0,5.055986,0.13784,-0.159895,0,0.00208,0.00058,-0.00058,0.0,0.252,0.01,-0.01,0.0,197.3,1.9,-1.9,0.0,89.742,0.012,-0.012,0.0,1,84.591,0.382,-0.628,0.0,0.08692,0.00053,-0.00053,0.0,,,,,,,,,M8,2566.0,26.0,-26.0,0.0,0.1192,0.0013,-0.0013,0.0,0.0898,0.0023,-0.0023,0,0.04,0.08,-0.08,0.0,[Fe/H],-3.25727,0.01467,-0.01518,0.0,5.2396,0.0056,-0.0073,0.0,0.5,,,-1.0,75.05,1.02,-1.66,0.0,2.04,0.18,-0.16,0.0,1.4,0.05,-0.05,0.0,,,,,23h06m30.33s,346.6263919,-05d02m36.46s,-5.0434618,12.42988881,0.01870661,-0.01870661,17.02,0.2,-0.2,10.296,0.023,-0.023,15.6451,0.001448,-0.001448,0
DMPP-3 A b,DMPP-3 A,,2,1,0,La Silla Observatory,0,6.6732,0.0011,-0.0003,0.0,0.0662,0.0013,-0.0013,0.0,1.46,,,0.0,1.41,,,0,0.126,,,0,2.58,0.35,-0.58,0,0.00811755,0.00110122,-0.00182487,0,5.06,,,0,0.14,0.091,-0.053,0.0,,,,,854.0,,,0.0,,,,,0,,,,,,,,,0.97,0.12,-0.19,0.0,,,,,K0 V,5138.0,99.0,-99.0,0.0,0.91,0.02,-0.02,0.0,0.87,0.05,-0.05,0,0.18,0.09,-0.09,0.0,[Fe/H],-0.29268,0.00252,-0.00253,0.0,4.3,0.51,-0.51,0.0,10.9,4.7,-4.7,0.0,,,,,1.97,0.14,-0.14,0.0,21.8,0.5,-16.5,0.0,34.07943,0.76897,-0.76897,0.0,06h06m29.85s,91.624382,-72d30m45.6s,-72.5126648,45.23,1.6,-1.72,9.066,0.019,,7.061,0.02,,8.854298,,,0
Kepler-1934 b,Kepler-1934,Gaia DR2 2051019683267537024,1,1,0,Kepler,0,1.419759989,,,0.0,0.02466,0.00028,-0.00028,0.0,0.0575,,,0.0,0.91307734,,,0,0.08145944,,,0,0.702,,,0,0.00221,,,0,5.07,,,0,0.0,,,0.0,1835.6,122.0,-122.0,0.0,1700.0,,,0.0,83.77,,,0.0,0,5.93,2.0,-2.0,0.0,0.007307,9.7e-05,-0.000523,0.0,,,,,,,,,G1V,5925.0,107.0,-119.0,0.0,1.035,0.157,-0.105,0.0,0.968,0.067,-0.067,0,-0.14,0.15,-0.15,0.0,[Fe/H],0.1085,0.02794,-0.02771,0.0,4.394,0.084,-0.116,0.0,3.16,1.74,-1.46,0.0,1.95904,1.98658,-1.91843,0.0,,,,,,,,,,,,,19h23m40.64s,290.9193265,+37d17m13.80s,37.2871677,428.514,4.34,-4.255,12.874,0.057,-0.057,11.436,0.018,-0.018,12.7503,0.000234,-0.000234,0
TOI-700 b,TOI-700,Gaia DR2 5284517766615492736,1,4,0,Transiting Exoplanet Survey Satellite (TESS),0,9.977219,4.1e-05,-3.8e-05,0.0,0.0677,0.0011,-0.0011,0.0,2.17,,,0.0,0.914,0.053,-0.049,0,0.08154176,0.00472835,-0.00437149,0,0.704,,,0,0.00222,,,0,5.07,,,0,0.075,0.093,-0.054,0.0,4.98,0.5,-0.58,0.0,417.0,12.0,-12.0,0.0,89.6,0.27,-0.29,0.0,0,34.3,1.5,-1.4,0.0,0.01993,0.00082,-0.00083,0.0,,,,,,,,,M2.5 V,3459.0,65.0,-65.0,0.0,0.421,0.017,-0.015,0.0,0.415,0.021,-0.02,0,-0.07,0.11,-0.11,0.0,[Fe/H],-1.64016,0.0467,-0.04597,0.0,4.809,0.034,-0.037,0.0,1.5,,,-1.0,7.86,0.91,-0.88,0.0,,,,,54.0,0.8,-0.8,0.0,-4.4,0.1,-0.1,0.0,06h28m22.97s,97.0957165,-65d34m43.01s,-65.5786149,31.1265,0.0206,-0.0206,13.151,0.069,-0.069,8.634,0.023,-0.023,12.0665,0.000478,-0.000478,0
Kepler-48 d,Kepler-48,Gaia DR2 2075112109039378688,1,5,0,Kepler,0,42.8961,,,0.0,0.23302,0.00138,-0.00138,0.0,0.76,,,0.0,2.04,0.11,-0.11,0,0.182,0.01,-0.01,0,7.93,4.6,-4.6,0,0.025,0.0145,-0.0145,0,5.08,3.12,-3.12,0,0.0,,,0.0,9.292,0.229,-0.224,0.0,448.0,,,0.0,89.99,,,0.0,0,59.5,1.7,-1.7,0.0,0.021021,,,0.0,1.57,0.9,-0.9,0.0,,,,,K0,5194.0,73.0,-73.0,0.0,0.89,0.05,-0.05,0.0,0.88,0.06,-0.06,0,0.17,0.07,-0.07,0.0,[Fe/H],-0.28926,0.01924,-0.04125,0.0,4.487,0.05,-0.05,0.0,3.14,,,0.0,1.98,0.13,-0.13,0.0,0.5,,,0.0,,,,,-10.533,0.95891,-0.95891,0.0,19h56m33.43s,299.1393094,+40d56m56.18s,40.948939,306.738,1.825,-1.804,13.174,0.103,-0.103,11.221,0.023,-0.023,13.0772,0.000263,-0.000263,0
EPIC 206024342 c,EPIC 206024342,Gaia DR2 6839540362940861568,1,3,0,K2,0,0.911724,7.6e-05,-7.6e-05,0.0,0.01859,,,,,,,,1.4,0.5,-0.5,0,0.12489985,0.04460709,-0.04460709,0,2.54,,,0,0.008,,,0,5.09,,,0,0.0,,,,,,,,1714.6,,,,91.7,9.0,-9.0,0.0,0,4.7,0.7,-1.0,0.0,0.0117,0.0011,-0.00056,0.0,,,,,,,,,G2V,5724.0,72.0,-72.0,0.0,1.1,0.36,-0.36,0.0,0.928,0.082,-0.098,0,-0.22,0.06,-0.06,0.0,[Fe/H],-0.16992,0.0109,-0.01118,0.0,4.5,0.1,-0.1,0.0,,,,,2.382804,0.637516,-0.38626,0.0,,,,,,,,,,,,,22h05m06.51s,331.2771441,-14d07m18.49s,-14.1218019,369.888,4.99,-4.86,13.096,0.08,-0.08,11.487,0.023,-0.023,12.9682,0.000384,-0.000384,0
K2-187 c,K2-187,Gaia DR2 689268759823937280,1,4,0,K2,0,2.871512,0.00012,-0.00012,0.0,0.0392,0.0005,-0.0005,0.0,0.118,,,0.0,1.4,0.2,-0.2,0,0.12489985,0.01784284,-0.01784284,0,2.54,,,0,0.008,,,0,5.09,,,0,0.0,,,,,,,,1173.0,22.0,-22.0,0.0,90.4,5.0,-4.0,0.0,0,9.2,0.8,-2.0,0.0,0.0154,0.0015,-0.00067,0.0,,,,,,,,,G7,5438.0,63.0,-63.0,0.0,0.83,0.11,-0.11,0.0,0.966999,0.025227,-0.024169,0,0.0,0.1,-0.1,0.0,[Fe/H],-0.19607,0.02048,-0.0185,0.0,4.6,0.08,-0.08,0.0,,,,,1.682303,0.487455,-0.303018,0.0,,,,,,,,,,,,,08h50m05.65s,132.5235618,+23d11m32.90s,23.1924709,330.916,5.727,-5.539,13.102,0.069,-0.069,11.196,0.021,-0.021,12.8673,0.000247,-0.000247,0
K2-201 b,K2-201,Gaia DR2 6771370981322320128,1,2,0,K2,0,1.05979,4.3e-05,-4.4e-05,0.0,0.0201,,,,,,,,1.40006712,0.13501309,-0.0774973,0,0.12490562,0.01204506,-0.00691385,0,2.54,,,0,0.008,,,0,5.09,,,0,0.0,,,,,,,,1608.5,,,,84.41366,4.05335,-6.73471,0.0,0,4.652897,0.581721,-1.118144,0.0,0.014617,0.001324,-0.000729,0.0,,,,,,,,,G7,5507.0,50.0,-50.0,0.0,0.878161,0.02908,-0.021055,0.0,0.956055,0.019958,-0.021357,0,0.13,0.08,-0.08,0.0,[Fe/H],-0.27594,0.00522,-0.00528,0.0,4.68,0.1,-0.1,0.0,,,,,1.873363,0.567244,-0.328298,0.0,,,,,,,,,,,,,19h34m14.57s,293.5607117,-23d07m52.60s,-23.1312775,197.932,1.675,-1.647,12.168,0.057,-0.057,10.198,0.024,-0.024,11.9432,0.000744,-0.000744,0
Kepler-1145 b,Kepler-1145,Gaia DR2 2078012796808952832,1,1,0,Kepler,0,3.97076766,1.11e-05,-1.11e-05,0.0,0.0443,,,0.0,0.064,,,0.0,1.4,0.11,-0.11,0,0.12489963,0.00981354,-0.00981354,0,2.54,,,0,0.008,,,0,5.09,,,0,0.0,,,0.0,198.43,77.8,-60.0,0.0,958.0,,,0.0,86.0,,,0.0,0,16.36,3.5,-3.5,0.0,0.01708,0.000749,-0.000514,0.0,,,,,,,,,K1,5064.0,161.02,-117.37,0.0,0.75,0.051,-0.053,0.0,0.79,0.048,-0.054,0,-0.13,0.177,-0.193,0.0,[Fe/H],-0.49839,,,0.0,4.59,0.035,-0.052,0.0,4.79,6.13,-2.99,0.0,5.25201,1.11078,-1.83362,0.0,,,,,,,,,,,,,19h41m13.96s,295.3081524,+43d02m39.85s,43.0444026,691.961,14.588,-14.007,15.471,0.15,-0.15,13.314,,,15.4499,0.000441,-0.000441,0
Kepler-119 c,Kepler-119,Gaia DR2 2077236713401973888,1,2,0,Kepler,0,4.125103,2.8e-05,-2.8e-05,0.0,0.049,,,0.0,0.0698,,,0.0,0.92,0.35,-0.35,0,0.082,0.031,-0.031,0,0.721,,,0,0.00227,,,0,5.09,,,0,0.0,,,0.0,367.322,15.109,-14.464,0.0,1016.0,,,0.0,88.65,,,0.0,0,8.8,1.3,-1.3,0.0,0.00976,0.000351,-0.000407,0.0,,,,,,,,,G6,5595.0,200.0,-200.0,0.0,0.839,0.319,-0.319,0.0,0.918,0.034,-0.034,0,0.01,0.13,-0.164,0.0,[Fe/H],-0.0366,,,0.0,4.567,0.3,-0.3,0.0,3.63,3.3,-1.96,0.0,1.35492,0.02731,-0.18532,0.0,,,,,,,,,,,,,19h43m47.13s,295.9463854,+42d39m31.80s,42.6588324,701.996,12.463,-12.044,14.375,0.08,-0.08,12.58,0.021,-0.021,14.2004,0.00023,-0.00023,0
Kepler-1229 b,Kepler-1229,Gaia DR2 2086316205543022336,1,1,0,Kepler,0,86.828989,0.001069,-0.001069,0.0,0.3006,0.0069,-0.0091,0.0,1.13,,,0.0,1.4,0.11,-0.13,0,0.12489963,0.00981354,-0.01159782,0,2.54,,,0,0.008,,,0,5.09,,,0,0.0,,,0.0,0.524,0.054,-0.05,0.0,212.0,19.0,-17.0,0.0,89.9971,0.0069,-0.0533,0.0,0,134.6,5.2,-2.9,0.0,0.024684,0.001573,-0.001638,0.0,,,,,,,,,M0,3784.0,38.88,-38.61,0.0,0.51,0.025,-0.033,0.0,0.54,0.025,-0.035,0,-0.06,0.086,-0.109,0.0,[Fe/H],-1.533,0.084,-0.114,0.0,4.75,0.029,-0.023,0.0,3.72,5.32,-2.07,0.0,4.35164,0.243208,-0.243208,0.0,,,,,17.63,0.88,-0.88,0.0,,,,,19h49m56.84s,297.4868347,+46d59m48.04s,46.9966782,265.482,3.397,-3.315,16.124,0.08,-0.08,12.374,0.023,-0.023,15.5104,0.000474,-0.000474,0
Kepler-127 b,Kepler-127,Gaia DR2 2107266570672734592,1,3,0,Kepler,0,14.435889,6.3e-05,-6.3e-05,0.0,0.125,,,0.0,0.354,,,0.0,1.4,0.05,-0.05,0,0.125,0.004,-0.004,0,2.54,,,0,0.008,,,0,5.09,,,0,0.47,0.06,-0.39,0.0,159.163,3.689,-3.613,0.0,884.0,,,0.0,88.65,,,0.0,0,18.0,1.3,-1.3,0.0,0.01017,0.00021,-0.00021,0.0,,,,,,,,,G0,6106.0,106.0,-106.0,0.0,1.359,0.035,-0.035,0.0,1.248,0.014,-0.022,0,0.2142,0.0122,-0.0122,0.0,[M/H],0.40651,0.01154,-0.01977,0.0,4.265,0.051,-0.051,0.0,2.69,0.54,-0.35,0.0,0.48,0.01,-0.02,0.0,,,,,,,,,-21.15643,0.55253,-0.55253,0.0,19h00m45.59s,285.1899439,+46d01m41.01s,46.0280596,352.794,2.691,-2.652,11.746,0.022,-0.022,10.234,0.019,-0.019,11.4381,0.000333,-0.000333,0
